ROW_ID,Year,Month,Day,Sample Week,Crop,Treatment,Block,Plot,Air_Temperature,Ground_Temperature,Soil_Temperature,Humidity,Egg_Start,Not_Eaten,Eaten,Proportion_Eaten,Abundance,Richness,Lasius_neoniger,Solenopsis_molesta,Formica_montana,Formica_rubicunda,Formica_subaenescens,Myrmica_americana,Temnothorax_ambiguus
702,2022,August,2,10,Corn,Till,d,2,28.7,25.5,22.7,73.1,58,43,15,0.26,0,0,,,,,,,
703,2022,August,2,10,Corn,No Till,d,1,29.7,25.2,22.9,70.8,51,51,0,0,0,0,,,,,,,
704,2022,August,2,10,Corn,No Till,d,2,29.6,25.1,22.8,67.3,54,51,3,0.06,0,0,,,,,,,
705,2022,August,10,11,Soy,Till,a,1,22.2,19.2,20.7,77.5,56,56,0,0,0,0,,,,,,,
706,2022,August,10,11,Soy,Till,a,2,22.4,19.8,20.4,80.5,54,8,46,0.85,0,0,,,,,,,
707,2022,August,10,11,Soy,No Till,a,1,21.9,18.8,20.4,78.8,55,0,55,1,0,0,,,,,,,
708,2022,August,10,11,Soy,No Till,a,2,22.3,19.6,21.1,80.8,55,0,55,1,7,1,,7,,,,,
709,2022,August,10,11,Corn,Till,a,1,23.4,19.3,20.2,79,52,49,3,0.06,0,0,,,,,,,
710,2022,August,10,11,Corn,Till,a,2,23.3,20,20.6,76.5,51,51,0,0,0,0,,,,,,,
711,2022,August,10,11,Corn,No Till,a,1,23,19.6,21.1,78,57,57,0,0,19,1,,19,,,,,
712,2022,August,10,11,Corn,No Till,a,2,23,19.5,21,80.6,51,0,51,1,1,1,1,,,,,,
713,2022,August,10,11,Soy,Till,b,1,26.5,18.1,20.6,67.5,53,30,23,0.43,0,0,,,,,,,
714,2022,August,10,11,Soy,Till,b,2,26,18.7,20.7,62.3,54,54,0,0,0,0,,,,,,,
715,2022,August,10,11,Soy,No Till,b,1,27.5,20,21.5,66.4,52,4,48,0.92,0,0,,,,,,,
716,2022,August,10,11,Soy,No Till,b,2,24.3,20.5,21.3,78,62,0,62,1,1,1,1,,,,,,
717,2022,August,10,11,Corn,Till,b,1,27.2,19.4,20.9,65.1,52,0,52,1,0,0,,,,,,,
718,2022,August,10,11,Corn,Till,b,2,27.1,19.7,21.3,74.2,50,49,1,0.02,0,0,,,,,,,
719,2022,August,10,11,Corn,No Till,b,1,27.4,20.6,21.2,71.4,53,20,33,0.62,0,0,,,,,,,
720,2022,August,10,11,Corn,No Till,b,2,27.8,20.3,21.5,72,60,0,60,1,8,1,,8,,,,,
721,2022,August,10,11,Soy,Till,c,1,22.2,20.1,20.7,78.6,54,54,0,0,1,1,1,,,,,,
722,2022,August,10,11,Soy,Till,c,2,23.1,19.8,20.6,83.1,54,54,0,0,0,0,,,,,,,
723,2022,August,10,11,Soy,No Till,c,1,23.1,19.8,20.7,76.6,51,50,1,0.02,0,0,,,,,,,
724,2022,August,10,11,Soy,No Till,c,2,23,19.7,21,79,50,0,50,1,0,0,,,,,,,
725,2022,August,10,11,Corn,Till,c,1,23.8,19.9,20.7,79.2,58,58,0,0,0,0,,,,,,,
726,2022,August,10,11,Corn,Till,c,2,23.5,20.9,20.4,77.6,52,49,3,0.06,0,0,,,,,,,
727,2022,August,10,11,Corn,No Till,c,1,23.4,19.3,20.4,78.4,54,54,0,0,0,0,,,,,,,
728,2022,August,10,11,Corn,No Till,c,2,23.3,20,20.9,80.3,50,48,2,0.04,0,0,,,,,,,
729,2022,August,10,11,Soy,Till,d,1,25,21.6,20.5,69.1,52,2,50,0.96,0,0,,,,,,,
730,2022,August,10,11,Soy,Till,d,2,24.3,23.1,20.7,67.1,58,58,0,0,0,0,,,,,,,
731,2022,August,10,11,Soy,No Till,d,1,26.4,23.6,21.3,66.8,56,0,56,1,0,0,,,,,,,
732,2022,August,10,11,Soy,No Till,d,2,26.1,24.9,21,68.5,61,0,61,1,0,0,,,,,,,
733,2022,August,10,11,Corn,Till,d,1,28.3,21.2,20.4,71,54,14,40,0.74,0,0,,,,,,,
734,2022,August,10,11,Corn,Till,d,2,25.9,22.6,20.6,71.5,57,57,0,0,0,0,,,,,,,
735,2022,August,10,11,Corn,No Till,d,1,27.7,22.8,20.7,71.9,55,55,0,0,0,0,,,,,,,
736,2022,August,10,11,Corn,No Till,d,2,29,22,21,72.1,55,52,3,0.05,0,0,,,,,,,
737,2022,August,17,12,Soy,Till,a,1,19.6,15.1,19.8,81.1,50,28,22,0.44,0,0,,,,,,,
738,2022,August,17,12,Soy,Till,a,2,19.2,14.9,19.7,86.3,53,33,20,0.38,0,0,,,,,,,
739,2022,August,17,12,Soy,No Till,a,1,20.4,15.6,19.5,79.5,55,55,0,0,0,0,,,,,,,
740,2022,August,17,12,Soy,No Till,a,2,20.6,14.4,19.7,81.7,51,0,51,1,0,0,,,,,,,
741,2022,August,17,12,Corn,Till,a,1,21.6,17.5,19.8,82.3,50,47,3,0.06,0,0,,,,,,,
742,2022,August,17,12,Corn,Till,a,2,22,19.1,20,82,51,8,43,0.84,0,0,,,,,,,
743,2022,August,17,12,Corn,No Till,a,1,21.8,15.6,19.5,83.2,54,17,37,0.69,0,0,,,,,,,
744,2022,August,17,12,Corn,No Till,a,2,21.9,17.2,19.6,88.5,66,0,66,1,0,0,,,,,,,
745,2022,August,17,12,Soy,Till,b,1,23,17.1,19.3,76.7,58,57,1,0.02,0,0,,,,,,,
746,2022,August,17,12,Soy,Till,b,2,22.1,15.9,19.5,71.5,54,36,18,0.33,0,0,,,,,,,
747,2022,August,17,12,Soy,No Till,b,1,23.4,19.5,20.6,85.6,62,52,10,0.16,0,0,,,,,,,
748,2022,August,17,12,Soy,No Till,b,2,21.3,19.3,22.1,74.4,52,40,12,0.23,10,1,10,,,,,,
749,2022,August,17,12,Corn,Till,b,1,22.8,18.1,19.9,78.5,53,12,41,0.77,0,0,,,,,,,
750,2022,August,17,12,Corn,Till,b,2,21.9,17.3,20.1,76.9,51,43,8,0.16,1,1,1,,,,,,
751,2022,August,17,12,Corn,No Till,b,1,22.6,18.4,19.6,85.4,53,48,5,0.09,0,0,,,,,,,
752,2022,August,17,12,Corn,No Till,b,2,22.8,16.2,19.6,80.4,52,43,9,0.17,0,0,,,,,,,
753,2022,August,17,12,Soy,Till,c,1,21.3,19.2,20.2,70,56,53,3,0.05,0,0,,,,,,,
754,2022,August,17,12,Soy,Till,c,2,24,18.3,19.9,70.5,53,0,53,1,3,1,3,,,,,,
755,2022,August,17,12,Soy,No Till,c,1,21.2,18.8,19.9,73.8,53,30,23,0.43,0,0,,,,,,,
756,2022,August,17,12,Soy,No Till,c,2,22.9,18.4,19.9,74.3,52,1,51,0.98,2,1,2,,,,,,
757,2022,August,17,12,Corn,Till,c,1,21.7,20.9,20.8,79.4,58,55,3,0.05,0,0,,,,,,,
758,2022,August,17,12,Corn,Till,c,2,22.4,20.6,20.2,87.5,51,42,9,0.18,0,0,,,,,,,
759,2022,August,17,12,Corn,No Till,c,1,22,19.4,19.7,84.6,50,42,8,0.16,0,0,,,,,,,
760,2022,August,17,12,Corn,No Till,c,2,22.8,18.9,19.9,82.6,51,20,31,0.61,0,0,,,,,,,
761,2022,August,17,12,Soy,Till,d,1,23.2,19.3,20.2,82.5,60,60,0,0,0,0,,,,,,,
762,2022,August,17,12,Soy,Till,d,2,22,18.9,19.8,74.2,52,52,0,0,8,1,8,,,,,,
763,2022,August,17,12,Soy,No Till,d,1,24.8,19.9,20.5,71.9,58,29,29,0.5,0,0,,,,,,,
764,2022,August,17,12,Soy,No Till,d,2,22.1,20,20.5,71,63,63,0,0,5,1,5,,,,,,
765,2022,August,17,12,Corn,Till,d,1,24.3,19.9,19.9,79.3,64,64,0,0,1,1,1,,,,,,
766,2022,August,17,12,Corn,Till,d,2,22.4,21.6,20.3,78.6,50,45,5,0.1,0,0,,,,,,,
767,2022,August,17,12,Corn,No Till,d,1,24.7,19.4,19.4,77,58,55,3,0.05,0,0,,,,,,,
768,2022,August,17,12,Corn,No Till,d,2,23.1,21.2,20,74.6,53,53,0,0,0,0,,,,,,,
